DATE,Temp_outturn,Normal_temp,Low_temp,High_temp,Off_wind,On_wind,Price,Demand,gas,nuclear,interconnector
11/05/2019,10.2,12.4,10.1,15.3,57956,16081,42.95,26880.88,238778,153216,144628
12/05/2019,11.3,12.5,10.2,15.5,41599,6625,38.98,25005.85,234259,153208,152112
13/05/2019,12.6,12.6,10.3,15.6,49522,18786,40.27,27572.48,290374,153216,132022
14/05/2019,13.9,12.7,10.4,15.7,59318,11101,36.01,27421.9,301552,152909,103014
15/05/2019,14.6,12.8,10.5,15.8,59591,11094,37.12,27677.46,278854,150176,155112
16/05/2019,14.5,12.9,10.6,15.9,113614,34407,33.87,27571.08,199267,149480,144048
17/05/2019,13.2,13,10.7,16.1,100855,31175,40.32,29095.81,250229,149128,159662
18/05/2019,12.9,13.1,10.8,16.2,39443,15305,43.34,26345.58,240007,149135,194862
19/05/2019,13.3,13.2,10.9,16.3,46808,5654,41.38,25460.25,244278,149256,183942
20/05/2019,14,13.3,11,16.4,61462,10906,45.67,28548.75,299749,149300,134164
21/05/2019,14.4,13.4,11.1,16.5,46852,19792,42.03,28216.9,288731,149184,103460
22/05/2019,14.8,13.5,11.2,16.6,41637,42451,38.71,28153.88,256423,146014,140948
23/05/2019,15.2,13.6,11.3,16.7,45630,63774,36.79,27553.44,211879,150224,131842
24/05/2019,15.7,13.7,11.5,16.8,51696,51165,36.57,27416.65,225619,150566,126354
25/05/2019,15.8,13.8,11.6,16.9,61959,15902,36.88,24197.85,180203,149896,144306
26/05/2019,16.1,13.9,11.7,17,182262,77864,5.81,22517.31,26006,149780,136846
27/05/2019,15.1,14,11.8,17,119904,28515,32.15,23547.31,126654,149844,116066
28/05/2019,13.8,14.1,11.9,17.1,63867,14914,36.34,27890.31,257622,149756,133156
29/05/2019,12.9,14.1,12,17.2,124331,16327,37.36,28577.71,231233,141005,174882
30/05/2019,15.3,14.2,12.1,17.3,196594,41765,26.28,26465.19,119266,135100,174188
31/05/2019,15.9,14.3,12.2,17.4,161395,49747,36.73,26073.27,135619,126377,154616
01/06/2019,17,14.4,12.3,17.4,78843,38174,34.41,23751.6,157119,120956,136140
02/06/2019,18.3,14.5,12.4,17.5,182107,84935,29.09,22600.79,32557,120988,109588
03/06/2019,16.8,14.6,12.5,17.6,150993,92785,34.38,26003.56,165150,114099,44628
04/06/2019,15.7,14.7,12.6,17.6,86929,15531,40.46,29360.56,322697,123724,132710
05/06/2019,15,14.8,12.7,17.7,89092,26177,35.1,28076.06,283896,125692,117972
06/06/2019,14.8,14.9,12.8,17.8,65526,26402,38.59,27161.79,259976,125708,136490
07/06/2019,14.2,15,12.9,17.9,148798,24551,43.71,28181.88,217634,122734,131200
08/06/2019,13.7,15,13,18,179417,27163,45.16,23616.44,104892,113776,107852
09/06/2019,14.2,15.1,13.1,18,74821,13674,43.85,23501.48,202752,114036,138646
10/06/2019,13.6,15.2,13.2,18.1,102702,10127,40.93,29066.08,302566,113860,147742
11/06/2019,12.7,15.3,13.3,18.2,143170,49250,43.25,28578.65,225882,113768,100050
12/06/2019,12.4,15.4,13.4,18.3,68703,87728,39.5,29724.65,234494,108390,144626
13/06/2019,12.1,15.5,13.5,18.4,156315,48104,43.8,30000.27,242050,99088,145904
14/06/2019,12.8,15.6,13.6,18.5,104948,30939,38.51,28667.69,281801,99120,145666
15/06/2019,13.8,15.7,13.7,18.6,94758,36031,40,24835.98,173403,107819,160456
16/06/2019,14.4,15.7,13.8,18.6,134007,30788,36.1,23413.9,130773,120550,148856
17/06/2019,15.4,15.8,13.9,18.7,134272,66232,31.63,26854.5,195327,124992,108608
18/06/2019,15.7,15.9,14,18.8,47442,44433,40.21,29027.19,315401,124972,103870
19/06/2019,15.6,16,14.1,18.9,20725,19086,47.17,28957.06,355956,116440,121728
20/06/2019,15.4,16.1,14.2,19,53436,45379,43.18,27059.42,270865,110720,129624
21/06/2019,15.5,16.1,14.3,19.1,31575,31588,36.08,26904.08,308124,110448,111208
22/06/2019,16.6,16.2,14.4,19.1,34069,10771,34,23312.73,228009,110300,147292
23/06/2019,17.2,16.3,14.5,19.2,97137,27301,37.97,23730.71,165251,110340,135500
24/06/2019,17.9,16.4,14.5,19.3,66595,29484,62.76,29023.69,315109,110292,96558
25/06/2019,17.7,16.4,14.6,19.4,75320,23132,41.05,29917.98,344273,110180,80580
26/06/2019,16.4,16.5,14.7,19.5,91008,12260,38.63,28476.58,315125,110120,106752
27/06/2019,16.9,16.6,14.8,19.6,78234,11945,34.26,26335.04,266144,117792,148026
28/06/2019,17.2,16.6,14.8,19.7,89663,28283,34.02,25668.52,228803,119588,102046
29/06/2019,19.8,16.7,14.9,19.7,73043,17720,45.49,23970.94,174749,121298,142188
30/06/2019,19.2,16.8,14.9,19.8,166615,81737,26.95,22474.31,34650,126722,114352
01/07/2019,18,16.8,15,19.9,155181,87342,37.91,26018.25,146948,130640,87766
02/07/2019,17.3,16.9,15,20,41053,49017,35.23,27726.73,279148,135368,110778
03/07/2019,17.2,16.9,15.1,20.1,30180,26689,37.67,28000.19,310580,127415,95014
04/07/2019,18,17,15.1,20.1,56273,64758,36.23,26938.08,246626,121144,109648
05/07/2019,18.8,17.1,15.2,20.2,45173,50369,40.35,26558.73,258127,126678,114362
06/07/2019,18.5,17.1,15.2,20.3,62727,29628,37.15,24955.23,249507,131998,101102
07/07/2019,17.1,17.2,15.3,20.3,31132,14661,35.01,23990.56,246872,134240,113638
08/07/2019,16.9,17.3,15.3,20.4,24297,7562,42,28118.98,348289,134262,105068
09/07/2019,17.2,17.3,15.4,20.4,19534,15518,38.52,29176.02,343727,134540,145370
10/07/2019,18.5,17.4,15.4,20.5,34595,9695,40.7,28543.21,323770,134504,156560
11/07/2019,19.1,17.5,15.5,20.5,33678,10231,49.24,28392.67,357515,134476,87084
12/07/2019,19.1,17.5,15.5,20.6,70939,21412,46.4,26932.75,247384,134412,165946
13/07/2019,18.4,17.6,15.6,20.6,56781,22302,41.51,24822.9,223547,134120,147936
14/07/2019,17.5,17.6,15.6,20.7,53054,4390,41.89,24228.33,222169,134104,145632
15/07/2019,17.4,17.7,15.7,20.7,18514,4660,43.16,28179.17,339267,134111,144752
16/07/2019,18.7,17.8,15.7,20.8,10725,7394,46.04,28343.42,326946,134228,143746
17/07/2019,19.5,17.8,15.8,20.8,58593,40810,38.78,27932.46,277550,133932,113196
18/07/2019,18.5,17.9,15.8,20.8,64846,35512,39.92,27363.21,240993,134044,112750
19/07/2019,17.1,17.9,15.9,20.9,71690,18525,41.73,28010.02,257215,134980,82868
20/07/2019,17.9,18,15.9,20.9,91163,32064,36.85,23052.4,84155,135348,128942
21/07/2019,18.3,18,16,20.9,59254,51034,38.33,22374.96,75811,134704,137436
22/07/2019,19.8,18.1,16,20.9,113716,72926,34.82,26679.67,165287,134826,44776
23/07/2019,21.6,18.1,16.1,21,45633,47176,42.49,28137.75,284944,135008,35478
24/07/2019,22.3,18.1,16.1,21,56551,40022,55.95,29563,340492,135187,-16602
25/07/2019,24.9,18.1,16.2,21,80175,47422,48.33,30109.56,330584,135406,-23142
26/07/2019,23.1,18.2,16.2,21,34650,37438,45.69,29260.33,330622,128616,57612
27/07/2019,20,18.2,16.3,20.9,53130,11153,39.74,26208.38,222997,123904,124298
28/07/2019,18.6,18.2,16.3,20.9,78792,22596,38.98,24359.73,159027,127108,112090
29/07/2019,18.9,18.2,16.3,20.9,42892,7957,36.59,27257.25,269434,133420,84384
30/07/2019,18.6,18.2,16.3,20.9,91963,11258,36.76,27717.08,233753,135412,88084
31/07/2019,18.3,18.2,16.4,20.8,124308,16756,37.38,27350.38,172918,135432,66736
01/08/2019,18.5,18.2,16.4,20.8,45943,5505,41.03,27826.81,281551,135452,72288
02/08/2019,18.8,18.2,16.4,20.7,24930,3459,48.22,27468.83,281942,135109,89816
03/08/2019,19.2,18.1,16.4,20.7,13119,5748,41.6,24441.06,232771,139264,159948
04/08/2019,19.8,18.1,16.4,20.6,33783,16677,41.96,23851.5,184434,149412,159070
05/08/2019,19.2,18.1,16.4,20.6,87107,29737,38.52,26343.79,184342,149100,156582
06/08/2019,18.9,18.1,16.4,20.5,115037,16797,34.11,26817.85,163328,149100,116864
07/08/2019,18.8,18,16.4,20.4,101442,31782,33.83,26690.38,144055,149172,101864
08/08/2019,18.9,18,16.4,20.4,43523,17786,42.71,27373.13,219351,151164,104400
09/08/2019,19.4,17.9,16.3,20.3,151427,69556,39.97,26021.31,75923,163740,90402
10/08/2019,19,17.9,16.3,20.2,163615,24681,38.6,22674.46,30641,155985,100876
11/08/2019,18.2,17.9,16.3,20.2,143030,33277,31.49,23198.63,74867,149708,74886
12/08/2019,16.7,17.8,16.2,20.1,51721,13367,42.38,27350.13,250864,140324,118746
13/08/2019,16.3,17.8,16.2,20,30746,23333,44.02,27254.38,242848,124268,136930
14/08/2019,15.3,17.7,16.1,19.9,81267,22574,39.71,29113.75,234052,124582,139610
15/08/2019,16.3,17.7,16.1,19.9,124080,60005,29.96,26140.98,106892,132414,129190
16/08/2019,16.3,17.6,16,19.8,132455,74870,37.65,26855.29,75435,135792,117000
17/08/2019,16.9,17.5,16,19.7,142414,79519,31.52,22231.81,31200,139333,42838
18/08/2019,16.5,17.5,15.9,19.7,139528,83579,25.67,22126.65,31562,139668,23854
19/08/2019,16.4,17.4,15.9,19.6,124831,59606,31,26075.46,127967,139076,82342
20/08/2019,16.2,17.4,15.8,19.5,57779,21601,37.57,27288.81,232494,139020,118354
21/08/2019,16.8,17.3,15.7,19.4,72779,63439,37.74,26453.6,164748,139052,157312
22/08/2019,17.5,17.2,15.7,19.3,131686,77874,39.34,26216.9,98427,141933,145210
23/08/2019,18.5,17.1,15.6,19.2,47694,65904,34.08,26247.52,155125,145372,154846
24/08/2019,19.6,17.1,15.5,19.2,32396,30466,36.94,24307.15,180655,146260,118652
25/08/2019,21.4,17,15.4,19.1,23235,15307,37.94,24122.08,214672,146376,125410
26/08/2019,21.4,16.9,15.3,19,19744,21168,39.31,25918.29,254113,150820,20336
27/08/2019,21.3,16.8,15.3,18.9,18250,19398,52.39,29447.23,337413,157212,52174
28/08/2019,19.8,16.7,15.2,18.8,59916,44949,36.66,29911.67,306870,150792,3230
29/08/2019,18.2,16.7,15.1,18.7,94621,79156,34.37,26825.4,192962,150708,9260
30/08/2019,18.3,16.6,15,18.6,129319,93288,27.74,25579.81,115445,150816,31062
31/08/2019,17.8,16.5,14.9,18.5,119440,85686,22.74,22786.42,58680,150900,56346
01/09/2019,16.4,16.4,14.8,18.4,87130,44560,29.08,22637.4,96903,151052,63038
02/09/2019,16.2,16.3,14.8,18.3,110451,62770,26.74,26490.9,157050,154166,99928
03/09/2019,16.8,16.2,14.7,18.2,117656,40957,28.2,27584.1,173009,151048,78338
04/09/2019,16.3,16.1,14.6,18.1,152229,73400,33.54,26160.98,81744,151076,65948
05/09/2019,15,16,14.5,18,117871,71938,25.78,26862.63,130979,152453,75298
06/09/2019,14.7,15.9,14.4,17.9,142513,83721,27.12,27153.19,116962,157194,70488
07/09/2019,14.5,15.9,14.3,17.8,91122,12921,33.48,25461.85,169099,152917,74840
08/09/2019,13.4,15.8,14.2,17.7,35405,11845,34.64,24609.42,191819,160653,109596
09/09/2019,13.1,15.7,14.1,17.6,33064,17069,34.72,30205.67,342917,162904,100510
10/09/2019,14,15.6,14,17.5,33191,42606,33.25,28902.63,269594,163256,132596
11/09/2019,15.8,15.5,13.8,17.4,137204,89563,25.26,28100.29,102578,163248,92100
12/09/2019,16.8,15.4,13.7,17.3,110051,53103,34.92,28267.92,157565,163278,132634
13/09/2019,16,15.3,13.6,17.2,42387,45706,38.53,27637.81,227049,163336,98254
14/09/2019,15.5,15.2,13.5,17.1,64306,89011,35.59,23380.6,69319,162980,113698
15/09/2019,16,15.1,13.4,17,56151,56829,32.01,25086.33,167921,162912,82450
16/09/2019,15.6,15,13.3,16.9,27333,44129,43.82,30040.19,319345,162992,68646
17/09/2019,14.7,14.9,13.2,16.8,68890,31947,37.18,29152.06,284952,163248,48260
18/09/2019,13.9,14.8,13,16.7,14983,12137,42.26,29837.04,334838,163236,94300
19/09/2019,14.3,14.7,12.9,16.6,7336,11513,42.57,29459.17,352701,163204,91792
20/09/2019,14.7,14.6,12.8,16.5,62714,24795,29.94,27631.67,241779,163100,80598
21/09/2019,15.8,14.5,12.7,16.4,147333,69443,25.33,24057.31,36934,163080,51132
22/09/2019,16.6,14.4,12.6,16.3,94254,32449,39.72,26167.35,158603,162494,106662
23/09/2019,16.1,14.3,12.5,16.2,101876,46310,35.07,29411.29,273142,162492,-20310
24/09/2019,16.3,14.2,12.4,16.1,119876,30464,41.07,30364.25,280829,162424,13390
25/09/2019,16.3,14.1,12.2,16,68904,27973,37.6,30334.52,288666,162388,75210
26/09/2019,16.2,14,12.1,15.9,151118,48348,33.47,28071.71,162082,162364,67216
27/09/2019,15.4,13.9,12,15.8,157235,20846,32.6,27635.38,149982,162300,124924
28/09/2019,15.5,13.8,11.9,15.7,144350,21082,32.03,25026.06,102439,162053,116198
29/09/2019,15.7,13.7,11.8,15.6,142057,29712,35.01,25491.1,102097,162012,133320
30/09/2019,14.7,13.6,11.7,15.6,71811,23059,32.28,30270.65,279419,162088,100302
01/10/2019,14.3,13.5,11.5,15.5,131473,45493,35.02,30369.5,227092,162290,29914
02/10/2019,11.9,13.4,11.4,15.4,112134,25328,34.03,30819.21,258737,163056,41770
03/10/2019,10.1,13.2,11.3,15.3,80709,47686,38.58,32011.15,285215,162660,78062
04/10/2019,11.7,13.1,11.1,15.2,101809,50356,46.39,30452.38,211285,162528,90092
05/10/2019,12.1,13,11,15.2,75581,57112,39.57,27819.4,154343,162820,146718
06/10/2019,12.6,12.9,10.8,15.1,146885,60202,27.51,26346.44,91676,162908,90898
07/10/2019,12.1,12.8,10.7,15,127216,94504,38.02,31017.4,202903,162892,20844
08/10/2019,12.8,12.7,10.5,14.9,170618,103445,32.7,29579.35,111798,162828,8164
09/10/2019,12.4,12.5,10.3,14.8,173094,101505,29.59,29826.96,104799,156083,56028
10/10/2019,12.5,12.4,10.1,14.8,177371,84369,31.47,29301.96,123721,148820,90496
11/10/2019,13.3,12.3,10,14.7,175717,95027,26.79,29847.77,91504,158252,98516
12/10/2019,12.3,12.2,9.8,14.6,61479,43001,36.2,28796.21,213629,163004,135450
13/10/2019,12.3,12.1,9.6,14.5,91647,8820,34.49,29128.71,247445,163018,124424
14/10/2019,11.5,12,9.4,14.4,69842,11882,42.44,33056.77,350442,163148,122510
15/10/2019,11.3,11.9,9.2,14.4,55744,20142,44.17,32218.73,355321,163132,101104
16/10/2019,11.9,11.8,9,14.3,104513,37994,46.13,31280.44,260279,163108,137272
17/10/2019,11,11.7,8.9,14.2,93016,42696,42.95,32065.77,318553,163004,49104
18/10/2019,10.7,11.6,8.7,14.1,120781,18629,36.87,31811.44,274464,162938,90026
19/10/2019,10.7,11.5,8.5,14,98801,53172,29.88,28500.15,180892,162952,141778
