DATE,Temp_outturn,Normal_temp,Low_temp,High_temp,Off_wind,On_wind,Price,Demand,gas,nuclear,interconnector
15/07/2018,21,17.2,15.2,20,31295,27280,50.58,24132.85,209048,168248,141732
16/07/2018,21.4,17.6,15.8,21.5,17777,13312,66.9,29297.4,328829,168876,141116
17/07/2018,20.1,17.6,15.8,21.5,28015,9323,58.41,29368.15,317157,161688,136864
18/07/2018,19.8,17.6,15.8,21.5,8206,5808,60.36,29666.25,335802,162308,138820
19/07/2018,20.4,17.6,15.8,21.5,16162,9815,57.16,29009.58,327194,168930,147716
20/07/2018,20.5,17.6,15.8,21.5,12904,12541,55.15,28862.33,328629,173224,141008
21/07/2018,20.3,17.6,15.8,21.5,5092,12627,56.47,25206.35,267846,174692,148418
22/07/2018,20.6,17.6,15.8,21.5,12953,27116,52.78,24282.98,205301,174826,148268
23/07/2018,22.3,17.9,15.7,20.8,32082,22049,57.91,29108.79,294307,186879,136178
24/07/2018,22.1,17.9,15.7,20.8,17073,8715,56.87,29439.02,344138,190124,120300
25/07/2018,21.5,17.9,15.7,20.8,9630,15306,54.37,28620.94,312465,189817,126326
26/07/2018,22.9,17.9,15.7,20.8,24747,31419,62.19,29049.83,288498,190064,124224
27/07/2018,23.3,17.9,15.7,20.8,23038,26497,60.22,28992.29,273662,190064,121898
28/07/2018,20.3,17.9,15.7,20.8,120370,62719,34.13,22247.73,41304,190041,67224
29/07/2018,18.1,17.9,15.7,20.8,128493,45933,54.64,23671.65,72174,190212,57128
30/07/2018,18.5,18.1,16.1,20.5,76475,30939,58.04,27644.04,187046,190627,121764
31/07/2018,18.6,18.1,16.1,20.5,61842,54534,51.35,26410.54,155564,190684,142470
01/08/2018,18.9,18.1,16.1,20.5,40851,48779,53.92,26755.94,202716,190840,131232
02/08/2018,20,18.1,16.1,20.5,35728,21693,55.46,28195.79,263390,190872,114444
03/08/2018,21.5,18.1,16.1,20.5,14347,16229,60.48,29005.85,306374,190892,85934
04/08/2018,20.9,18.1,16.1,20.5,23087,22871,57.97,24785.52,190624,191176,132126
05/08/2018,21.3,18.1,16.1,20.5,12785,16950,51.66,23752.21,188636,191105,137348
06/08/2018,21.4,17.7,15.8,19.8,24256,24985,56.1,27989.13,282679,191064,69218
07/08/2018,21.5,17.7,15.8,19.8,15972,15434,60.57,29047.29,311273,190613,64002
08/08/2018,19.9,17.7,15.8,19.8,45693,20360,52.83,27923.04,233587,190552,133390
09/08/2018,18.1,17.7,15.8,19.8,26992,23788,56.46,28399.06,237732,190652,138208
10/08/2018,16.6,17.7,15.8,19.8,68490,14033,58.35,27595.38,188284,190656,125456
11/08/2018,16.8,17.7,15.8,19.8,42670,17735,53.48,24450.69,154262,182121,140836
12/08/2018,17.5,17.7,15.8,19.8,57623,26166,58.27,25020.15,168133,176720,119864
13/08/2018,18,17.6,15.7,20,30434,11758,71,28602.58,317422,165748,130348
14/08/2018,18.5,17.6,15.7,20,43433,26303,57.66,28770.94,276189,176656,129322
15/08/2018,19.2,17.6,15.7,20,99293,53316,59.06,27676.79,176250,176964,135212
16/08/2018,17.6,17.6,15.7,20,97973,41977,54.79,27931,203932,176994,121162
17/08/2018,17.2,17.6,15.7,20,75639,64467,59,26254.42,153000,177000,142734
18/08/2018,17.7,17.6,15.7,20,93069,61227,52.9,24452.63,128811,177080,95832
19/08/2018,18.4,17.6,15.7,20,96006,14405,52.78,24704.96,158230,176596,121886
20/08/2018,19.2,17.4,14.8,19.7,9376,6074,89.89,30058.23,328599,176456,117152
21/08/2018,19.3,17.4,14.8,19.7,20372,31605,68.42,29389.38,314093,182678,78176
22/08/2018,19.2,17.4,14.8,19.7,57650,39370,63.42,29297.9,259363,187224,87636
23/08/2018,17.7,17.4,14.8,19.7,63697,38854,65.11,28445.42,219463,189615,84946
24/08/2018,16.4,17.4,14.8,19.7,128804,49809,56.97,26434.44,133288,187460,99980
25/08/2018,15.4,17.4,14.8,19.7,62120,22433,56.49,24069.1,153996,185244,98666
26/08/2018,14.1,17.4,14.8,19.7,103077,41814,51.79,24865.31,73588,186272,121398
27/08/2018,15,16.2,14.6,18.2,114449,37854,53.8,25550.08,153831,194070,22796
28/08/2018,15.8,16.2,14.6,18.2,20921,40090,66.02,29156.79,266441,189758,100910
29/08/2018,15.6,16.2,14.6,18.2,29248,35216,68,29427.69,282419,189548,77824
30/08/2018,15.1,16.2,14.6,18.2,7333,8560,63.53,29283.83,321128,189384,108108
31/08/2018,15.4,16.2,14.6,18.2,14406,33029,56.95,27685.23,244265,189100,106666
01/09/2018,16.7,16.2,14.6,18.2,24744,28767,60.46,24978.67,186742,189722,121946
02/09/2018,18.1,16.2,14.6,18.2,33803,44545,56.99,24066.58,138605,189864,119942
03/09/2018,18.2,16.2,14.3,17.7,27405,18515,61.47,29334.38,307251,190364,64306
04/09/2018,16.3,16.2,14.3,17.7,46045,7738,61.69,30326.08,294373,190304,43342
05/09/2018,16.1,16.2,14.3,17.7,41696,13619,68.14,29737.69,269260,190332,51194
06/09/2018,15.7,16.2,14.3,17.7,38778,18309,67.68,30167.75,263793,190461,42924
07/09/2018,14.7,16.2,14.3,17.7,92321,30348,66.63,27999.96,149636,189867,66300
08/09/2018,14.7,16.2,14.3,17.7,69563,20427,73.3,26025.02,163709,175413,93906
09/09/2018,16,16.2,14.3,17.7,111572,63498,60.01,24078.98,80288,168283,85028
10/09/2018,15.8,15.1,13.2,17.3,103708,79388,58.36,28380.38,141846,174221,52208
11/09/2018,16.2,15.1,13.2,17.3,121071,86691,56.53,29376.92,130193,174884,31138
12/09/2018,14.7,15.1,13.2,17.3,48594,60657,68.54,29927.02,233953,174820,39864
13/09/2018,14.6,15.1,13.2,17.3,60768,61594,66.77,29013.94,205512,174556,24288
14/09/2018,14.6,15.1,13.2,17.3,92986,50402,62.56,28603.96,161967,174544,87146
15/09/2018,14.9,15.1,13.2,17.3,45202,31380,63.08,25694.21,136174,174592,137208
16/09/2018,16,15.1,13.2,17.3,97498,77347,50.34,25259.6,76227,174620,50812
17/09/2018,17,14.6,12.5,16.5,76102,61920,61.68,28755.98,180038,174624,57288
18/09/2018,17.6,14.6,12.5,16.5,152592,66791,48.7,27886.77,115082,174484,64508
19/09/2018,18,14.6,12.5,16.5,145683,101981,56.1,27888.6,76887,174016,54978
20/09/2018,16.4,14.6,12.5,16.5,100652,60312,72.03,29990.63,183083,172321,79858
21/09/2018,14.2,14.6,12.5,16.5,154257,68063,60.14,27046.75,79885,170131,81722
22/09/2018,12.7,14.6,12.5,16.5,62194,54291,71.19,28212.42,153743,168132,82664
23/09/2018,11.1,14.6,12.5,16.5,86908,33713,67.47,26995.23,118192,163528,123860
24/09/2018,11.2,13.9,11.8,15.7,37766,32834,72.65,30401.25,219342,162772,106748
25/09/2018,11.4,13.9,11.8,15.7,56440,78483,67.95,29434.9,130417,162792,132832
26/09/2018,13.2,13.9,11.8,15.7,94576,82224,56.55,29337.29,126389,163052,104806
27/09/2018,15,13.9,11.8,15.7,69145,66029,66.43,29192.98,166264,162944,108330
28/09/2018,13.5,13.9,11.8,15.7,52770,22677,64.77,29898.46,219019,162832,108192
29/09/2018,12.3,13.9,11.8,15.7,37232,75475,63.22,25835.23,135682,162876,104860
30/09/2018,11.9,13.9,11.8,15.7,91612,75546,63.03,26139.83,99003,162848,122048
01/10/2018,11.2,13,11.1,15.2,97862,43720,65.02,30440.29,192465,162780,100968
02/10/2018,13.3,13,11.1,15.2,135794,89506,57.91,30207.08,149539,161963,49016
03/10/2018,13.9,13,11.1,15.2,64106,47788,69.1,31204.27,244109,151562,86862
04/10/2018,13.7,13,11.1,15.2,69540,65201,66.98,31025.9,254122,150568,62930
05/10/2018,13.6,13,11.1,15.2,29211,21721,66.67,31616.73,294543,150516,96362
06/10/2018,11.1,13,11.1,15.2,69570,20707,62.17,28804.5,241288,150444,107178
07/10/2018,9.7,13,11.1,15.2,77087,82856,59.18,26426.56,120806,150472,135792
08/10/2018,11.7,12.1,10.1,14.7,117212,91170,58.37,29974.46,166959,150636,90320
09/10/2018,13.1,12.1,10.1,14.7,97898,94726,70.48,29193.73,182791,137820,59558
10/10/2018,14.3,12.1,10.1,14.7,92909,64773,63.16,29597.04,181821,138636,121894
11/10/2018,15.3,12.1,10.1,14.7,124276,68595,62.79,30192.88,183910,143540,82578
12/10/2018,15.5,12.1,10.1,14.7,148217,95824,53.81,29211.81,127321,145864,85824
13/10/2018,16.9,12.1,10.1,14.7,127422,42056,58.02,26332.44,147417,147337,79468
14/10/2018,14,12.1,10.1,14.7,56522,18099,64.15,28409.5,228172,136656,122914
15/10/2018,12.1,11.3,8.5,13.9,49089,17611,65.3,33134.83,323844,136592,74798
16/10/2018,13,11.3,8.5,13.9,57780,67682,64.19,32260.02,269542,136684,50044
17/10/2018,13,11.3,8.5,13.9,28832,32436,62.17,33251.96,338011,136704,25384
18/10/2018,11.3,11.3,8.5,13.9,31360,15471,61.49,32744.77,338861,136704,90988
19/10/2018,10.3,11.3,8.5,13.9,23748,43048,62.01,31580.96,317647,136764,67606
20/10/2018,11,11.3,8.5,13.9,39941,49954,62.96,27529.9,231535,136716,139804
21/10/2018,11.9,11.3,8.5,13.9,79330,72041,58.15,26355.19,161158,139184,131752
22/10/2018,10.8,11.3,8.1,13.5,98774,84492,54.69,30374.27,197622,144452,97958
23/10/2018,11.1,11.3,8.1,13.5,150160,105555,51.14,30119.4,144586,144958,76236
24/10/2018,11.7,11.3,8.1,13.5,96858,85608,55.24,31240.42,251957,144908,44560
25/10/2018,11,11.3,8.1,13.5,69544,69126,64.72,32668.85,293704,148248,39098
26/10/2018,9.7,11.3,8.1,13.5,138263,70400,62.39,31170.25,228230,150820,58500
27/10/2018,7.1,11.3,8.1,13.5,143175,61722,59.42,29728.21,168235,141320,84322
28/10/2018,7.4,11.3,8.1,13.5,101155,22606,62,30886.06,248177,139464,100870
29/10/2018,6.2,10.8,7.4,13.6,68882,33317,63.48,35849.13,325385,139260,48014
30/10/2018,6,10.8,7.4,13.6,97067,15664,68.49,37381.08,362710,139472,21036
31/10/2018,6.6,10.8,7.4,13.6,79933,33919,59.99,36753.81,379724,139728,29014
01/11/2018,7.9,10.8,7.4,13.6,75387,20656,62.73,36119.6,349095,140222,109730
02/11/2018,7.7,10.8,7.4,13.6,62122,42316,58.97,34716.71,318700,140442,74464
03/11/2018,9.8,10.8,7.4,13.6,143635,109962,57.8,28564.25,102771,140472,86774
04/11/2018,10.8,10.8,7.4,13.6,95375,69218,51.9,29972.6,195167,140491,103226
05/11/2018,10.8,9.3,7.1,11.6,73789,24388,64.33,34853.13,333926,140458,52994
06/11/2018,11.8,9.3,7.1,11.6,121384,69060,61.72,33310.65,206980,140298,85412
07/11/2018,12.1,9.3,7.1,11.6,144194,70562,58.22,33634.96,195080,144583,91826
08/11/2018,11.5,9.3,7.1,11.6,124946,60596,60.65,33840.6,235195,150676,74660
09/11/2018,11.2,9.3,7.1,11.6,143833,99465,56.66,32594.06,138579,151818,132194
10/11/2018,11,9.3,7.1,11.6,121925,46064,58.48,30690.4,229172,151924,101620
11/11/2018,10.6,9.3,7.1,11.6,121549,32161,59.32,30016.15,197053,152001,137388
12/11/2018,10.7,8.4,5.7,11.4,141240,63441,57.66,33410.56,230566,151921,52818
13/11/2018,10.9,8.4,5.7,11.4,136329,60806,58.69,32857.38,208572,151877,99750
14/11/2018,11.9,8.4,5.7,11.4,130563,93005,52.23,32560.65,181539,151954,91706
15/11/2018,11.6,8.4,5.7,11.4,70753,79434,65.42,34004.56,259574,151882,95222
16/11/2018,11.5,8.4,5.7,11.4,46999,33304,63.59,34541.92,295434,151987,119858
17/11/2018,10.2,8.4,5.7,11.4,111264,46622,63.59,30302.67,150102,151913,153260
18/11/2018,8.9,8.4,5.7,11.4,123446,46063,62.59,30153.73,181464,142438,140080
19/11/2018,8.4,7.6,3.7,10.8,147195,50162,58.89,36476.44,257767,151810,3660
20/11/2018,7,7.6,3.7,10.8,153559,78425,64.89,37756.08,268079,151876,-12112
21/11/2018,5.7,7.6,3.7,10.8,102738,83811,65.5,39576.25,334462,151991,-60020
22/11/2018,4.1,7.6,3.7,10.8,45973,27321,81.31,40174.73,400400,151921,4974
23/11/2018,5.1,7.6,3.7,10.8,49719,23464,66.99,38923.46,396681,155415,5182
24/11/2018,6.3,7.6,3.7,10.8,63678,20255,61.83,34094.31,303290,161945,111688
25/11/2018,6.5,7.6,3.7,10.8,67257,34896,60.47,33299.4,268279,166882,136982
26/11/2018,6.1,7.5,3.4,10,38044,22779,82.62,38491,381412,162597,36346
27/11/2018,5,7.5,3.4,10,110252,80838,56.32,38394.85,306458,151986,32904
28/11/2018,8.6,7.5,3.4,10,155692,106333,52.11,35078.48,114944,151978,130152
29/11/2018,10.4,7.5,3.4,10,166107,95321,56.75,34026.52,135866,151865,99550
30/11/2018,9.6,7.5,3.4,10,157202,114608,53.7,33753.77,144452,151900,58874
01/12/2018,9.2,7.5,3.4,10,108083,31812,62.37,32995.73,243855,151939,106692
02/12/2018,10.7,7.5,3.4,10,137791,26326,60.16,30875.58,199814,152994,119678
03/12/2018,10.5,6.4,3.2,9.7,111499,42043,60.6,35902.9,282780,160249,89256
04/12/2018,7.2,6.4,3.2,9.7,24117,20734,74.13,38730.15,407996,164974,101286
05/12/2018,7.7,6.4,3.2,9.7,104046,35163,61.72,38657.94,325552,166244,95112
06/12/2018,9.7,6.4,3.2,9.7,121580,68011,58.72,35696,252585,167023,117088
07/12/2018,9.7,6.4,3.2,9.7,166447,112119,51.42,33119.23,128194,166374,120556
08/12/2018,9.7,6.4,3.2,9.7,166791,87284,42.84,30658.04,122588,165688,110372
09/12/2018,9.2,6.4,3.2,9.7,149318,46111,58.43,31453.04,159785,165648,117928
10/12/2018,7.9,5.5,2.5,9.1,74950,22721,63.24,38408.08,349883,165702,95136
11/12/2018,6.7,5.5,2.5,9.1,46592,48936,59.36,38283.42,367849,165019,109348
12/12/2018,6.7,5.5,2.5,9.1,110456,85252,59.75,37332.15,318369,164880,28112
13/12/2018,5.3,5.5,2.5,9.1,154711,103442,60.96,37404.94,253905,164880,43032
14/12/2018,3.2,5.5,2.5,9.1,95939,89078,65.76,39147.98,337652,166431,34790
15/12/2018,2.8,5.5,2.5,9.1,145348,112155,61.78,34705.33,161716,159537,124496
16/12/2018,4.3,5.5,2.5,9.1,98192,63056,69.86,34405.35,241345,151512,112116
17/12/2018,5,5.9,2.2,9.2,107432,63752,62,37479.92,312870,151794,90886
18/12/2018,7.4,5.9,2.2,9.2,157891,98420,56.4,35942.13,193213,151896,103168
19/12/2018,7.1,5.9,2.2,9.2,127529,58651,66.62,36407.42,255107,158500,130938
20/12/2018,7.5,5.9,2.2,9.2,147366,42092,66.7,35966.15,259783,165612,138852
21/12/2018,8.4,5.9,2.2,9.2,93119,30626,67.43,34799.29,273782,165950,131240
22/12/2018,8.8,5.9,2.2,9.2,141017,48555,65.43,31005.73,177301,165960,122438
23/12/2018,8.6,5.9,2.2,9.2,53236,19896,67.23,32690.13,303841,165751,107662
24/12/2018,6.2,5.8,1.1,9.5,31812,22423,64.16,33612.69,339680,166059,107672
25/12/2018,5.8,5.8,1.1,9.5,41259,41511,64.56,30067.21,248893,166752,134974
26/12/2018,7.4,5.8,1.1,9.5,43333,46859,63.02,29133.58,240592,165965,97338
27/12/2018,6.7,5.8,1.1,9.5,21687,30054,61.76,33170.94,341877,165656,88866
28/12/2018,7.6,5.8,1.1,9.5,49390,49231,60.37,32803.46,305586,165329,94420
29/12/2018,9.3,5.8,1.1,9.5,118026,77506,56.88,29775.52,184736,165264,86312
30/12/2018,9.8,5.8,1.1,9.5,69973,64104,55.73,30478.58,231710,165872,87538
31/12/2018,9.7,6.1,1.1,8.6,86351,96207,53.85,30389.08,183561,166032,83248
01/01/2019,9.1,6,1.4,8.9,112856,46206,45.5,29308.04,225278,166108,67826
02/01/2019,5.8,6,1.4,8.8,58108,9312,64.13,36831.69,414410,166128,82776
03/01/2019,4.6,6,1.5,8.8,30606,13282,68.3,39295.83,453488,155749,74790
04/01/2019,3.4,6,1.5,8.8,40426,23875,59.09,39000.23,453669,154517,90074
05/01/2019,3.9,6,1.6,8.8,54951,21056,63.17,35694.48,409155,154417,112690
06/01/2019,5.7,6,1.7,8.8,35274,19583,67.46,34456.29,393769,154411,102652
07/01/2019,7.8,6,1.7,8.8,137550,102931,52.88,35453.65,243984,158062,71190
08/01/2019,7.4,6,1.8,8.8,155730,70648,57.75,36028.92,277367,166040,80298
09/01/2019,5.4,6,1.9,8.8,100900,15385,55.16,39029.5,400914,166182,83032
10/01/2019,4.6,6,2,8.8,52967,36273,64.06,40213.13,438136,166430,-11134
11/01/2019,5.9,6,2.1,8.8,80335,50923,57.93,38346.31,403670,166193,38594
12/01/2019,7.5,6,2.2,8.8,161033,111415,52.36,31244.75,140974,159368,121574
13/01/2019,8.8,6,2.2,8.7,172160,113658,45.42,29622.85,104356,151729,132376
14/01/2019,8.1,5.9,2.3,8.7,109740,50537,61.35,36567.71,331592,133425,89156
15/01/2019,8.3,5.9,2.3,8.7,148522,98767,58.03,35689.67,260060,124940,88950
16/01/2019,8.2,5.8,2.3,8.7,147589,79761,57.19,36176.81,294561,130638,85490
17/01/2019,5.6,5.8,2.3,8.6,127176,49771,55.73,37701.02,336286,138150,80326
18/01/2019,3.7,5.8,2.3,8.6,96231,52905,56.83,39227.9,384215,140064,96848
19/01/2019,3.8,5.7,2.3,8.6,99054,14223,65.85,36555.21,378722,140563,99792
20/01/2019,3.5,5.7,2.3,8.6,26947,21879,60.04,35604.46,398799,140767,131460
21/01/2019,3.1,5.6,2.3,8.6,68193,59360,61.18,39796.9,429506,141232,20362
22/01/2019,2.9,5.6,2.2,8.5,97673,28284,62.37,39956.44,423552,142270,27534
23/01/2019,1.9,5.6,2.2,8.5,41271,14966,85.89,40894.75,475403,151099,29188
24/01/2019,2.1,5.5,2.2,8.5,29328,15449,86.19,40825.35,492039,162004,49796
25/01/2019,5.7,5.5,2.1,8.5,125853,86389,54.69,37580.48,343455,165919,8248
26/01/2019,7.2,5.5,2.1,8.5,156018,75797,52.62,31809.83,173088,167535,139750
27/01/2019,6.2,5.5,2,8.5,154980,105452,45.32,31317.65,131795,167549,117382
28/01/2019,4.6,5.5,2,8.5,123850,37412,57.48,37795.1,343137,167812,95568
29/01/2019,3.7,5.5,1.9,8.5,95296,30522,58.56,40114.06,407745,167952,103000
30/01/2019,2.5,5.5,1.9,8.5,47723,21615,59.54,40808.29,428866,167952,88434
31/01/2019,0.7,5.6,1.8,8.5,79351,18867,58.24,41064.98,429611,168142,157916
01/02/2019,0.7,5.6,1.8,8.5,110296,29751,59.58,40376.5,391148,168192,138074
02/02/2019,1.2,5.6,1.8,8.5,115132,30853,53.52,36021.6,323706,168192,158588
03/02/2019,1.1,5.6,1.8,8.5,105364,47714,50.72,34630.69,304178,167151,194958
04/02/2019,4.4,5.6,1.8,8.5,130104,62196,52.89,38045.15,348266,155496,99844
05/02/2019,4.6,5.7,1.8,8.5,96513,56270,52.53,38791.08,402217,155457,133752
06/02/2019,5.9,5.7,1.8,8.5,105999,62838,50.34,37085.98,314222,155410,178500
07/02/2019,6.2,5.7,1.8,8.5,155055,44622,50.62,35901.6,259487,155414,190300
08/02/2019,8.2,5.7,1.9,8.5,173877,109660,49.81,34178.94,139791,155258,192492
09/02/2019,8.1,5.7,1.9,8.5,154687,105866,47.83,30593.71,106601,155172,162412
10/02/2019,6.6,5.8,2,8.5,104759,34596,54.7,32550.5,252673,155065,198452
11/02/2019,6.4,5.8,2.1,8.5,58169,24090,57.28,37274.42,407558,155135,159140
12/02/2019,6.7,5.8,2.1,8.5,116144,77255,48.44,36805.58,292340,155084,160822
13/02/2019,7.8,5.8,2.2,8.5,120731,88555,47.04,34946.17,213526,155083,185692
14/02/2019,7.2,5.9,2.3,8.5,69685,80222,51,34810.98,268468,155126,187170
15/02/2019,6.9,5.9,2.3,8.5,92237,86528,48.32,33763.06,226973,155098,189650
16/02/2019,8.6,5.9,2.4,8.5,126691,79784,45.77,30669.9,184360,154943,178938
17/02/2019,9.3,6,2.5,8.5,153552,109382,47.32,28325.48,77327,151346,163636
18/02/2019,9.1,6,2.5,8.6,143053,102436,44.7,33679.19,185117,142885,161620
19/02/2019,8.6,6.1,2.6,8.6,128296,55878,45.79,34376.29,246587,142834,195044
20/02/2019,9.3,6.1,2.6,8.6,153459,88564,45.83,33414.42,173737,142824,181230
21/02/2019,10.6,6.2,2.7,8.7,98525,68320,48.19,33041.4,238651,147086,207538
22/02/2019,9.3,6.3,2.7,8.7,84567,89792,45,32653.54,239093,153472,197528
23/02/2019,9.4,6.3,2.8,8.8,98615,80456,45.41,29444.77,157667,154033,179028
24/02/2019,8.6,6.4,2.9,8.8,38682,36168,44.43,29438.35,260514,154084,204756
25/02/2019,8.6,6.5,3,8.9,34639,30812,46.6,33116.52,238341,115552,183360
26/02/2019,9.3,6.6,3,8.9,37819,26780,45.17,33807.5,346826,153980,152620
27/02/2019,9.5,6.6,3.1,9,37225,17183,46.81,33791.77,366297,153972,148420
28/02/2019,8.9,6.7,3.2,9,57278,11146,46.62,35753.96,406693,154084,160082
01/03/2019,8.7,6.8,3.3,9.1,47848,21122,50.24,34809,379363,154224,178912
02/03/2019,9.6,6.9,3.4,9.2,137498,74001,47.52,28534.25,164173,154205,185598
03/03/2019,9.6,7,3.6,9.2,161687,83147,42.03,29150.23,157920,154067,139834
04/03/2019,8.5,7.1,3.7,9.3,168705,69005,46.94,32648.65,212619,154013,144570
05/03/2019,8.3,7.2,3.8,9.4,154056,27718,49.78,34172.13,264847,154027,173284
06/03/2019,9.4,7.3,4,9.5,169674,55635,46.28,33995.5,202015,153967,186862
07/03/2019,8.6,7.4,4.1,9.7,180036,69932,43.21,33332.67,150739,153990,180060
08/03/2019,7.6,7.5,4.3,9.8,126847,65409,46.89,33953.1,216703,153865,189212
09/03/2019,8.4,7.6,4.4,9.9,162844,92664,39.06,29110.19,100766,135081,144244
10/03/2019,7.4,7.7,4.5,10,130038,72257,48,29107.33,124083,128727,182022
11/03/2019,7.3,7.8,4.7,10.1,161608,90879,46.31,32509.83,158917,128769,171470
12/03/2019,7.1,7.9,4.8,10.2,171445,116609,40.19,33806.73,148962,128727,191336
13/03/2019,8,8,4.9,10.4,171900,115000,24.73,32274.33,105626,128655,201308
14/03/2019,9.4,8.1,5,10.5,176937,110126,47.32,31795.67,108914,128735,181154
15/03/2019,10.3,8.2,5.1,10.6,167755,109101,39.2,31374.1,100791,128798,175882
16/03/2019,10.2,8.3,5.2,10.7,157147,54505,43.28,29779.58,132592,128808,190340
17/03/2019,8.4,8.4,5.3,10.7,171502,84172,42.41,28290.06,81711,132183,179732
18/03/2019,8.2,8.5,5.4,10.8,68099,16147,51.47,34534.73,347972,138369,199520
19/03/2019,9.2,8.6,5.5,10.9,60514,50765,40.29,34587.15,335717,141038,161828
20/03/2019,10.3,8.7,5.6,11,81531,66505,43.72,33073.02,284883,141139,182020
21/03/2019,11.1,8.7,5.7,11,63700,58264,47.55,33414.75,302581,141007,159654
22/03/2019,10.8,8.8,5.8,11.1,101455,112416,42.05,32201.98,168787,140833,162550
23/03/2019,10.1,8.9,5.9,11.2,50026,70967,42.42,29842.06,232499,140789,135184
24/03/2019,9.7,9,6,11.2,98726,104150,30.87,26883.02,130305,140841,142754
25/03/2019,9.5,9,6.1,11.3,122760,47862,34.75,31750.31,231817,140801,130520
26/03/2019,9.5,9.1,6.2,11.4,44034,62683,35.14,33312.13,310009,140784,136880
27/03/2019,9.8,9.2,6.2,11.5,46132,56126,40.65,33781.38,323561,140670,141380
28/03/2019,10.4,9.3,6.3,11.5,38910,59095,42.25,32502.48,308207,140526,133960
29/03/2019,10.7,9.4,6.4,11.6,54831,54682,39.65,30871.06,262679,143820,153218
30/03/2019,10.7,9.4,6.5,11.7,39714,29384,41.87,28544.4,226638,149981,152308
31/03/2019,8.7,8.4,5.7,10.6,108618,12619,36.9,27802.83,207118,153558,153966
01/04/2019,8,8.5,5.8,10.7,89962,53517,39.33,31789.96,265534,154752,110846
02/04/2019,7.2,8.6,5.9,10.8,60955,26308,38.52,33830.65,357901,154272,158328
03/04/2019,5.8,8.7,5.9,10.8,60480,72301,45.28,33846.06,298238,153988,125328
04/04/2019,5.4,8.7,6,10.9,128763,64095,42.24,34088.77,264128,153890,107962
05/04/2019,7.5,8.8,6.1,11,131555,76808,43.47,32099.9,243796,154504,91326
06/04/2019,7.7,8.9,6.2,11.1,56923,26723,51.11,29408.94,271324,154392,136586
07/04/2019,8.2,9,6.2,11.1,54102,43502,49.31,28518.44,237415,154388,131574
08/04/2019,8.5,9,6.3,11.2,82421,46552,48.33,31991.83,301644,154228,76962
09/04/2019,8.5,9.1,6.4,11.3,126995,36518,43.91,32616.02,279478,154254,65458
10/04/2019,7.9,9.2,6.5,11.4,101826,7299,47,31978.58,333346,154392,89374
11/04/2019,7.3,9.3,6.6,11.5,59213,6312,41.59,32639.56,370381,154416,84958
12/04/2019,7.3,9.3,6.7,11.5,74743,36011,43.75,32069.54,330415,154436,118834
13/04/2019,7,9.4,6.8,11.6,106742,85180,42.99,27761.38,173452,154532,130824
14/04/2019,6.8,9.5,6.9,11.7,124525,86371,41.11,27868.48,146212,154636,128772
15/04/2019,8.2,9.6,7,11.8,157727,105443,40.35,29523.88,113134,154656,121302
16/04/2019,9.1,9.7,7.1,11.9,104805,59321,49.01,32284.71,275218,154596,82006
17/04/2019,9.9,9.8,7.2,12.1,72932,39160,47.19,30187.42,294723,154751,109206
18/04/2019,11.3,9.9,7.3,12.2,104506,39362,47.54,28657.17,249705,154800,99868
19/04/2019,12.8,10,7.5,12.3,75746,32566,44.87,25811.33,237074,154300,77224
20/04/2019,14.3,10.1,7.6,12.4,48058,14988,43.61,24618.63,262163,154200,68618
21/04/2019,15.4,10.2,7.7,12.5,54481,48985,37.62,22476.6,203063,154180,85448
22/04/2019,15.7,10.3,7.9,12.7,102108,59360,38.02,23761.65,161493,154186,86410
23/04/2019,15.3,10.4,8,12.8,138574,58424,38.48,27928.08,212594,154281,78582
24/04/2019,14.3,10.5,8.1,12.9,121581,73105,45.7,29290.71,235509,154464,91858
25/04/2019,13.3,10.7,8.3,13.1,135811,44292,42.42,29443.56,279582,154408,92680
26/04/2019,12.3,10.8,8.4,13.2,144845,77242,34.43,28231.25,193136,154412,137404
27/04/2019,10.5,10.9,8.5,13.4,201485,32985,37.53,25667.83,118277,154476,125290
28/04/2019,10.4,11,8.6,13.5,98067,10261,47.01,26508.31,242493,154508,124530
29/04/2019,10.4,11.1,8.8,13.6,40497,12218,40.08,30533.27,344312,154452,167936
30/04/2019,11,11.2,8.9,13.8,41770,16586,43.96,30471.33,337385,154440,140764
01/05/2019,11.8,11.3,9,13.9,39671,6586,43.19,31140.63,372936,154390,143492
02/05/2019,12,11.4,9.1,14.1,79262,21604,43.89,30585.02,305636,154144,135326
03/05/2019,10.8,11.5,9.2,14.2,79694,36200,46.85,30653.21,280664,154020,165312
04/05/2019,9.4,11.7,9.4,14.4,174205,47292,36.8,25092.29,107506,154053,106920
05/05/2019,8.9,11.8,9.5,14.5,95698,38997,42.45,26034.31,190226,154172,141098
06/05/2019,8.9,11.9,9.6,14.7,59664,13358,41.68,27803.96,307817,154136,129996
07/05/2019,9.5,12,9.7,14.8,47586,9415,48.06,30457.75,379029,153996,134594
08/05/2019,9.4,12.1,9.8,14.9,159115,52325,46.75,30808.67,240678,153584,138558
09/05/2019,9.5,12.2,9.9,15.1,86770,28584,58.09,31393.19,343692,153492,98800
10/05/2019,9.7,12.3,10,15.2,42794,4718,48.1,31000.77,363897,153460,151040
